values
"[2, 44, 204, 358, 487, 494, 962, 984, 1000, 1176, 1187, 1573, 1735, 1878, 1914, 2090]"
"[2, 44, 204, 358, 487, 494, 962, 984, 1000, 1176, 1187, 1573, 1735, 1878, 1914, 2090]"
"[2, 44, 204, 358, 487, 494, 962, 984, 1000, 1176, 1187, 1573, 1735, 1878, 1914, 2090]"
"[15, 171, 461, 497, 609, 764, 930, 932, 1075, 1083, 1218, 1370, 1539, 1671, 1824, 2078]"
"[15, 171, 461, 497, 609, 764, 930, 932, 1075, 1083, 1218, 1370, 1539, 1671, 1824, 2078]"
"[15, 171, 461, 497, 609, 764, 930, 932, 1075, 1083, 1218, 1370, 1539, 1671, 1824, 2078]"
"[124, 255, 667, 670, 835, 919, 1093, 1104, 1478, 1500, 1516, 1804, 1953, 2556, 2664, 2667]"
"[124, 255, 667, 670, 835, 919, 1093, 1104, 1478, 1500, 1516, 1804, 1953, 2556, 2664, 2667]"
"[124, 255, 667, 670, 835, 919, 1093, 1104, 1478, 1500, 1516, 1804, 1953, 2556, 2664, 2667]"
"[174, 177, 259, 262, 745, 1027, 1324, 1452, 1532, 1586, 1800, 1851, 1885, 2215, 2220, 2317]"
"[174, 177, 259, 262, 745, 1027, 1324, 1452, 1532, 1586, 1800, 1851, 1885, 2215, 2220, 2317]"
"[174, 177, 259, 262, 745, 1027, 1324, 1452, 1532, 1586, 1800, 1851, 1885, 2215, 2220, 2317]"
"[412, 429, 591, 855, 928, 1301, 1513, 1683, 2043, 2054, 2280, 2291, 2492, 2506, 2704, 2748]"
"[412, 429, 591, 855, 928, 1301, 1513, 1683, 2043, 2054, 2280, 2291, 2492, 2506, 2704, 2748]"
"[412, 429, 591, 855, 928, 1301, 1513, 1683, 2043, 2054, 2280, 2291, 2492, 2506, 2704, 2748]"
"[64, 256, 275, 446, 786, 1174, 1534, 1736, 1819, 1973, 1976, 2223, 2297, 2583, 3035, 3100]"
"[64, 256, 275, 446, 786, 1174, 1534, 1736, 1819, 1973, 1976, 2223, 2297, 2583, 3035, 3100]"
"[64, 256, 275, 446, 786, 1174, 1534, 1736, 1819, 1973, 1976, 2223, 2297, 2583, 3035, 3100]"
"[50, 66, 255, 280, 815, 820, 924, 952, 1036, 1316, 1330, 1542, 1902, 2070, 2228, 2276]"
"[50, 66, 255, 280, 815, 820, 924, 952, 1036, 1316, 1330, 1542, 1902, 2070, 2228, 2276]"
"[50, 66, 255, 280, 815, 820, 924, 952, 1036, 1316, 1330, 1542, 1902, 2070, 2228, 2276]"
"[324, 360, 478, 563, 1218, 1281, 1664, 1732, 1765, 1790, 1845, 1867, 2010, 2307, 2494, 2651]"
"[324, 360, 478, 563, 1218, 1281, 1664, 1732, 1765, 1790, 1845, 1867, 2010, 2307, 2494, 2651]"
"[324, 360, 478, 563, 1218, 1281, 1664, 1732, 1765, 1790, 1845, 1867, 2010, 2307, 2494, 2651]"
"[49, 64, 75, 202, 272, 395, 428, 682, 687, 777, 897, 1163, 1318, 1529, 1754, 1761]"
"[49, 64, 75, 202, 272, 395, 428, 682, 687, 777, 897, 1163, 1318, 1529, 1754, 1761]"
"[49, 64, 75, 202, 272, 395, 428, 682, 687, 777, 897, 1163, 1318, 1529, 1754, 1761]"
"[103, 224, 235, 463, 466, 796, 799, 1150, 1280, 1392, 1426, 1490, 2094, 2295, 2514, 2528]"
"[103, 224, 235, 463, 466, 796, 799, 1150, 1280, 1392, 1426, 1490, 2094, 2295, 2514, 2528]"
"[103, 224, 235, 463, 466, 796, 799, 1150, 1280, 1392, 1426, 1490, 2094, 2295, 2514, 2528]"
"[0, 22, 76, 150, 189, 192, 226, 561, 578, 677, 688, 1037, 1108, 1868, 2109, 2231]"
"[0, 22, 76, 150, 189, 192, 226, 561, 578, 677, 688, 1037, 1108, 1868, 2109, 2231]"
"[0, 22, 76, 150, 189, 192, 226, 561, 578, 677, 688, 1037, 1108, 1868, 2109, 2231]"
"[0, 1, 91, 108, 170, 283, 287, 386, 455, 541, 568, 588, 591, 762, 1099, 1184]"
"[0, 1, 91, 108, 170, 283, 287, 386, 455, 541, 568, 588, 591, 762, 1099, 1184]"
"[0, 1, 91, 108, 170, 283, 287, 386, 455, 541, 568, 588, 591, 762, 1099, 1184]"
"[252, 383, 387, 485, 496, 589, 598, 636, 651, 1138, 1253, 1285, 1347, 1444, 1726, 1746]"
"[252, 383, 387, 485, 496, 589, 598, 636, 651, 1138, 1253, 1285, 1347, 1444, 1726, 1746]"
"[252, 383, 387, 485, 496, 589, 598, 636, 651, 1138, 1253, 1285, 1347, 1444, 1726, 1746]"
"[0, 11, 171, 374, 377, 777, 783, 1181, 1401, 1700, 2132, 2724, 2823, 2829, 2887, 2899]"
"[0, 11, 171, 374, 377, 777, 783, 1181, 1401, 1700, 2132, 2724, 2823, 2829, 2887, 2899]"
"[0, 11, 171, 374, 377, 777, 783, 1181, 1401, 1700, 2132, 2724, 2823, 2829, 2887, 2899]"
"[234, 264, 538, 541, 628, 631, 797, 988, 1268, 1360, 1373, 1567, 2564, 2617, 2937, 2940]"
"[234, 264, 538, 541, 628, 631, 797, 988, 1268, 1360, 1373, 1567, 2564, 2617, 2937, 2940]"
"[234, 264, 538, 541, 628, 631, 797, 988, 1268, 1360, 1373, 1567, 2564, 2617, 2937, 2940]"
"[87, 383, 391, 1118, 1310, 1315, 1458, 1490, 1709, 2139, 2256, 2349, 2355, 2494, 2497, 2659]"
"[87, 383, 391, 1118, 1310, 1315, 1458, 1490, 1709, 2139, 2256, 2349, 2355, 2494, 2497, 2659]"
"[87, 383, 391, 1118, 1310, 1315, 1458, 1490, 1709, 2139, 2256, 2349, 2355, 2494, 2497, 2659]"
"[14, 95, 113, 139, 177, 188, 240, 539, 609, 2138, 2484, 2678, 2710, 2814, 2823, 2843]"
"[14, 95, 113, 139, 177, 188, 240, 539, 609, 2138, 2484, 2678, 2710, 2814, 2823, 2843]"
"[14, 95, 113, 139, 177, 188, 240, 539, 609, 2138, 2484, 2678, 2710, 2814, 2823, 2843]"
"[1, 33, 715, 784, 809, 811, 1075, 1155, 1407, 1476, 1694, 1796, 1901, 1920, 1938, 1948]"
"[1, 33, 715, 784, 809, 811, 1075, 1155, 1407, 1476, 1694, 1796, 1901, 1920, 1938, 1948]"
"[1, 33, 715, 784, 809, 811, 1075, 1155, 1407, 1476, 1694, 1796, 1901, 1920, 1938, 1948]"
"[365, 373, 552, 635, 945, 1161, 1172, 1412, 1426, 1727, 2040, 2176, 2382, 2384, 2529, 2558]"
"[365, 373, 552, 635, 945, 1161, 1172, 1412, 1426, 1727, 2040, 2176, 2382, 2384, 2529, 2558]"
"[365, 373, 552, 635, 945, 1161, 1172, 1412, 1426, 1727, 2040, 2176, 2382, 2384, 2529, 2558]"
"[374, 404, 641, 684, 689, 1018, 1021, 1146, 1308, 1740, 1748, 1808, 1948, 2022, 2490, 2492]"
"[374, 404, 641, 684, 689, 1018, 1021, 1146, 1308, 1740, 1748, 1808, 1948, 2022, 2490, 2492]"
"[374, 404, 641, 684, 689, 1018, 1021, 1146, 1308, 1740, 1748, 1808, 1948, 2022, 2490, 2492]"
"[60, 155, 390, 674, 749, 964, 972, 1009, 1107, 1166, 1506, 1508, 1736, 1760, 1923, 1955]"
"[60, 155, 390, 674, 749, 964, 972, 1009, 1107, 1166, 1506, 1508, 1736, 1760, 1923, 1955]"
"[60, 155, 390, 674, 749, 964, 972, 1009, 1107, 1166, 1506, 1508, 1736, 1760, 1923, 1955]"
"[307, 309, 489, 567, 911, 956, 1084, 1104, 1109, 1674, 1676, 1765, 1772, 2073, 2127, 2207]"
"[307, 309, 489, 567, 911, 956, 1084, 1104, 1109, 1674, 1676, 1765, 1772, 2073, 2127, 2207]"
"[307, 309, 489, 567, 911, 956, 1084, 1104, 1109, 1674, 1676, 1765, 1772, 2073, 2127, 2207]"
"[263, 288, 476, 587, 849, 865, 1086, 1126, 1488, 1499, 1734, 1849, 2009, 2016, 2129, 2173]"
"[263, 288, 476, 587, 849, 865, 1086, 1126, 1488, 1499, 1734, 1849, 2009, 2016, 2129, 2173]"
