values
"[0, 35, 71, 106, 141, 177, 212, 247, 283, 318, 353, 389, 424, 459, 495, 530, 565, 601, 636, 671, 707, 742, 777, 813, 848, 883, 919, 954, 989, 1025, 1060, 1095, 1131, 1166, 1201, 1237, 1272, 1307, 1343, 1378, 1413, 1449, 1484, 1519, 1555, 1590, 1625, 1661, 1696, 1731, 1767, 1802, 1837, 1873, 1908, 1943, 1979, 2014, 2049, 2085, 2120, 2155, 2191, 2226]"
"[0, 35, 71, 106, 141, 177, 212, 247, 283, 318, 353, 389, 424, 459, 495, 530, 565, 601, 636, 671, 707, 742, 777, 813, 848, 883, 919, 954, 989, 1025, 1060, 1095, 1131, 1166, 1201, 1237, 1272, 1307, 1343, 1378, 1413, 1449, 1484, 1519, 1555, 1590, 1625, 1661, 1696, 1731, 1767, 1802, 1837, 1873, 1908, 1943, 1979, 2014, 2049, 2085, 2120, 2155, 2191, 2226]"
"[0, 35, 71, 106, 141, 177, 212, 247, 283, 318, 353, 389, 424, 459, 495, 530, 565, 601, 636, 671, 707, 742, 777, 813, 848, 883, 919, 954, 989, 1025, 1060, 1095, 1131, 1166, 1201, 1237, 1272, 1307, 1343, 1378, 1413, 1449, 1484, 1519, 1555, 1590, 1625, 1661, 1696, 1731, 1767, 1802, 1837, 1873, 1908, 1943, 1979, 2014, 2049, 2085, 2120, 2155, 2191, 2226]"
"[0, 41, 82, 123, 164, 205, 247, 288, 329, 370, 411, 452, 493, 534, 575, 616, 658, 699, 740, 781, 822, 863, 904, 945, 986, 1027, 1068, 1110, 1151, 1192, 1233, 1274, 1315, 1356, 1397, 1438, 1479, 1521, 1562, 1603, 1644, 1685, 1726, 1767, 1808, 1849, 1890, 1931, 1973, 2014, 2055, 2096, 2137, 2178, 2219, 2260, 2301, 2342, 2384, 2425, 2466, 2507, 2548, 2589]"
"[0, 41, 82, 123, 164, 205, 247, 288, 329, 370, 411, 452, 493, 534, 575, 616, 658, 699, 740, 781, 822, 863, 904, 945, 986, 1027, 1068, 1110, 1151, 1192, 1233, 1274, 1315, 1356, 1397, 1438, 1479, 1521, 1562, 1603, 1644, 1685, 1726, 1767, 1808, 1849, 1890, 1931, 1973, 2014, 2055, 2096, 2137, 2178, 2219, 2260, 2301, 2342, 2384, 2425, 2466, 2507, 2548, 2589]"
"[0, 41, 82, 123, 164, 205, 247, 288, 329, 370, 411, 452, 493, 534, 575, 616, 658, 699, 740, 781, 822, 863, 904, 945, 986, 1027, 1068, 1110, 1151, 1192, 1233, 1274, 1315, 1356, 1397, 1438, 1479, 1521, 1562, 1603, 1644, 1685, 1726, 1767, 1808, 1849, 1890, 1931, 1973, 2014, 2055, 2096, 2137, 2178, 2219, 2260, 2301, 2342, 2384, 2425, 2466, 2507, 2548, 2589]"
"[0, 43, 86, 129, 172, 215, 258, 301, 344, 387, 430, 473, 516, 559, 602, 645, 689, 732, 775, 818, 861, 904, 947, 990, 1033, 1076, 1119, 1162, 1205, 1248, 1291, 1334, 1377, 1420, 1463, 1506, 1549, 1592, 1635, 1678, 1721, 1764, 1807, 1850, 1893, 1936, 1979, 2022, 2066, 2109, 2152, 2195, 2238, 2281, 2324, 2367, 2410, 2453, 2496, 2539, 2582, 2625, 2668, 2711]"
"[0, 43, 86, 129, 172, 215, 258, 301, 344, 387, 430, 473, 516, 559, 602, 645, 689, 732, 775, 818, 861, 904, 947, 990, 1033, 1076, 1119, 1162, 1205, 1248, 1291, 1334, 1377, 1420, 1463, 1506, 1549, 1592, 1635, 1678, 1721, 1764, 1807, 1850, 1893, 1936, 1979, 2022, 2066, 2109, 2152, 2195, 2238, 2281, 2324, 2367, 2410, 2453, 2496, 2539, 2582, 2625, 2668, 2711]"
"[0, 43, 86, 129, 172, 215, 258, 301, 344, 387, 430, 473, 516, 559, 602, 645, 689, 732, 775, 818, 861, 904, 947, 990, 1033, 1076, 1119, 1162, 1205, 1248, 1291, 1334, 1377, 1420, 1463, 1506, 1549, 1592, 1635, 1678, 1721, 1764, 1807, 1850, 1893, 1936, 1979, 2022, 2066, 2109, 2152, 2195, 2238, 2281, 2324, 2367, 2410, 2453, 2496, 2539, 2582, 2625, 2668, 2711]"
"[0, 39, 77, 116, 154, 193, 231, 270, 308, 347, 385, 424, 462, 501, 539, 578, 616, 655, 693, 732, 770, 809, 848, 886, 925, 963, 1002, 1040, 1079, 1117, 1156, 1194, 1233, 1271, 1310, 1348, 1387, 1425, 1464, 1502, 1541, 1579, 1618, 1657, 1695, 1734, 1772, 1811, 1849, 1888, 1926, 1965, 2003, 2042, 2080, 2119, 2157, 2196, 2234, 2273, 2311, 2350, 2388, 2427]"
